,Name,Continent,Country,Min_Altitude,Max_Altitude,Total_ski_routes,Easy,Intermediate,Difficult,Aditional_Routes,Lifts,Adults,Current_season_start,Current_season_finish,General_season_start,General_season_finish,Opening_time,Closing_time
262,Anzère,Europe, Switzerland,1500,2420,58.0,12.0,37.0,9.0,6.0,10.0,54.0, 2021-12-11,2022-04-18, mid December,mid April, 08:45,16:00
263,Kopaonik,Europe, Serbia,1057,2017,55.0,30.0,19.0,6.0,,23.0,33.0, 2021-12-03,2022-04-18, early December,mid April, 08:30,15:30
264,La Norma,Europe, Italia,1350,2750,65.0,17.0,43.0,5.0,,12.0,33.0, 2021-12-11,2022-04-18, mid December,early May, 09:00,16:30
265,Aprica,Europe, Italia,1162,2270,50.0,28.3,14.0,7.7,,11.0,42.0, 2021-11-27,2022-04-18, early December,early April, 08:10,16:30
266,Bukovel,Europe, Ukraine,859,1372,68.0,29.0,28.0,11.0,,16.0,35.0, 2021-11-27,2022-05-01, late November,late April, 08:30,19:30
267,Peyragudes,Europe, France,1600,2400,60.0,30.0,26.0,4.0,,16.0,42.0, 2021-12-11,2022-04-17, early December,early April, 09:00,16:45
270,Donovaly (Park Snow),Europe, Slovakia,914,1361,11.0,5.0,5.9,0.1,,16.0,32.0, 2021-12-04,2022-04-03, early December,early April, 08:30,15:30
271,Fanningberg,Europe, Austria,1497,2115,24.0,11.1,5.8,7.1,0.8,5.0,45.0, 2021-12-04,2022-04-18, early December,early May, 09:00,16:00
272,Hahnenkamm   Höfen/Reutte,Europe, Austria,854,1900,16.0,5.0,9.0,2.0,,4.0,38.5, 2021-12-04,2022-04-18, mid December,early April, 08:30,16:00
273,Nebelhorn   Oberstdorf,Europe, Deutschland,828,2224,11.9,2.8,5.1,4.0,,6.0,52.5, 2021-12-10,2022-05-01, mid December,early April, 08:30,16:30
274,Balderschwang   Hochschelpen/Riedberger Horn,Europe, Deutschland,1000,1500,34.0,15.2,13.8,5.0,2.2,13.0,34.0, 2021-12-04,2022-04-18, mid December,mid April, 09:00,16:00
275,Ankogel   Mallnitz,Europe, Austria,1266,2636,12.8,2.8,5.0,5.0,,5.0,50.0, 2021-12-18,2022-04-18, mid December,mid April, 08:30,16:30
276,Aussois,Europe, France,1500,2750,55.0,30.0,22.0,3.0,,7.0,32.0, 2021-12-11,2022-04-18, mid December,early April, 09:00,17:00
277,Pila,Europe, Poland,1540,2740,50.3,8.3,35.5,6.5,,12.0,46.0, 2021-12-04,2022-04-18, late November,early April, 08:30,16:45
278,Arêches (Beaufort),Europe, France,1080,2300,50.0,15.0,20.0,15.0,,12.0,32.0, 2021-12-18,2022-04-18, mid December,early April, 09:00,16:30
279,Sörenberg   Rothorn/Dorf,Europe, Switzerland,1100,2350,60.0,30.0,15.0,15.0,,16.0,50.0, 2021-12-11,2022-03-27, mid December,early April, 08:30,16:30
280,Luz Ardiden,Europe, France,1680,2500,60.0,25.0,30.0,5.0,,7.0,36.0, 2021-12-18,2022-04-03, early December,late March, 09:00,17:00
281,Riserva Bianca   Limone Piemonte,Europe, Italia,1046,2060,52.0,7.0,28.0,17.0,,14.0,35.0, 2021-11-27,2022-04-18, mid December,late March, 09:00,16:00
282,Laterns   Gapfohl,Europe, Austria,1040,1785,27.0,8.0,15.0,4.0,11.0,5.0,39.0, 2021-12-04,2022-03-27, late November,early May, 08:45,16:15
283,Alpenpark Neuss,Europe, Deutschland,60,110,0.4,0.3,0.1,0.0,,3.0,45.0, Year-round__,, Year-round__,early April, 08:30,21:00
284,Bürchen/Törbel   Moosalp,Europe, Switzerland,1480,2550,25.0,5.0,15.0,5.0,,9.0,45.0, 2021-12-18,2022-03-20, mid December,late April, 09:00,16:00
287,Gålå,Europe, Norway,800,1148,19.0,13.0,5.0,1.0,,7.0,40.0, 2021-11-27,2022-04-18, mid November,depending on snow conditions, 09:00,16:00
288,Ramsau am Dachstein   Rittisberg,Europe, Austria,1035,1636,25.0,14.0,10.0,1.0,,9.0,39.5, 2021-12-08,2022-03-27, mid December,early April, 09:00,16:00
289,Grebenzen   St. Lambrecht,Europe, Austria,1010,1870,12.2,2.9,9.0,0.3,13.0,8.0,38.0, 2021-12-11,2022-04-03, early December,early April, 09:00,16:00
290,Jahorina,Europe, Bosnia,1300,1916,47.0,20.0,15.0,12.0,,12.0,28.0, 2021-11-27,2022-04-24, early December,early April, 09:00,16:00
292,Sainte Foy Tarentaise,Europe, France,1550,2620,43.0,10.0,27.0,6.0,,4.0,33.4, 2021-12-11,2022-04-18, mid December,late March, 09:00,17:00
293,Melchsee Frutt (Kerns),Europe, Switzerland,1080,2225,36.0,20.0,6.0,10.0,,11.0,51.0, 2021-12-18,2022-04-10, mid December,early April, 08:25,17:30
295,Monte Popolo   Eben im Pongau,Europe, Austria,862,1612,6.0,4.0,2.0,0.0,,4.0,41.0, 2021-12-11,2022-03-27, mid December,late March, 08:30,16:00
296,Söllereck   Oberstdorf,Europe, Deutschland,820,1450,13.4,7.2,6.2,0.0,,5.0,42.5, 2021-12-17,2022-04-03, mid December,early April, 09:00,16:00
297,Keilberg (Klínovec),Europe, Czech_Republic,763,1244,31.5,17.3,10.5,3.7,,16.0,34.0, 2021-12-11,2022-04-03, early December,depending on snow conditions, 08:30,16:00
299,Feuerkogel   Ebensee,Europe, Austria,443,1625,10.6,6.5,3.1,1.0,6.0,8.0,42.3, 2021-12-18,2022-04-03, mid December,late March, 08:30,16:00
300,Buchensteinwand (Pillersee)   St. Ulrich am Pillersee/St. Jakob in Haus/Hochfilzen,Europe, Austria,855,1456,21.2,8.0,10.2,3.0,2.5,9.0,40.0, 2021-12-17,2022-04-03, late December,early April, 09:00,16:00
302,Goldeck   Spittal an der Drau,Europe, Austria,547,2142,25.0,8.0,8.5,8.5,,5.0,44.0, 2021-12-17,2022-04-03, mid December,late April, 09:00,16:00
304,Super Sauze,Europe, France,1400,2450,65.0,35.0,20.0,10.0,,21.0,31.0, 2021-12-04,2022-04-18, mid December,early April, 09:00,17:00
305,Les Karellis,Europe, France,1600,2520,60.0,26.0,25.0,9.0,,16.0,29.5, 2021-12-11,2022-04-18, mid December,late April, 09:00,16:30
306,Saint Luc/Chandolin (Anniviers),Europe, Switzerland,1655,2980,60.0,20.0,30.0,10.0,,12.0,54.0, 2021-12-18,2022-04-24, mid December,mid April, 09:00,16:15
307,Gourette (Eaux Bonnes),Europe, France,1350,2450,35.0,18.0,13.0,4.0,,9.0,38.0, 2021-12-11,2022-04-03, early December,early April, 08:45,17:00
308,Voss Resort,Europe, Scotland,284,964,45.0,25.0,8.0,12.0,3.0,11.0,47.0, 2021-12-04,2022-04-24, early December,depending on snow conditions, 09:30,16:00
310,Les Angles,Europe, France,1600,2376,55.0,22.0,23.0,10.0,,17.0,41.5, 2021-11-27,2022-04-10, late November,late April, 09:00,16:00
313,Leysin,Europe, Switzerland,1250,2205,60.0,43.0,15.0,2.0,,13.0,51.0, 2021-12-11,2022-04-18, late November,late March, 09:00,16:30
318,Le Lioran,Europe, France,1160,1850,60.0,30.0,20.0,10.0,,17.0,33.5, 2021-12-18,2022-04-03, depending on snow conditions,early April, 09:00,17:00
319,Vals 3000   Dachberg,Europe, Switzerland,1286,2941,25.0,5.0,15.0,5.0,,5.0,30.0, 2021-12-18,2022-04-18, mid December,late March, 09:00,16:30
320,Gschwandtkopf   Seefeld,Europe, Austria,1200,1500,6.1,6.1,0.0,0.0,,11.0,48.0,,, early December,late April, 09:00,16:00
321,SnowWorld Landgraaf,Europe, Netherlands,150,210,1.5,0.7,0.5,0.3,,4.0,48.5, Year-round__,, Year-round__,mid April, 09:00,23:00
322,Ochsenkopf,Europe, Austria,659,1024,4.7,2.4,2.3,0.0,,4.0,22.0, 2021-12-18,2022-03-20, mid December,mid May, 09:00,16:00
323,Gazprom Mountain Resort,Europe, Russia,949,2256,52.8,17.3,26.3,9.2,,23.0,38.0, 2021-12-11,2022-04-18, early December,mid March, 09:00,16:30
324,Jungholz,Europe, France,1058,1500,10.0,7.0,3.0,0.0,,7.0,34.5, 2021-11-13,2022-04-03, depending on snow conditions,mid March, 09:00,16:00
325,Nordkette   Innsbruck,Europe, Austria,860,2256,13.9,0.5,13.0,0.4,5.0,5.0,40.0, 2021-12-11,2022-04-18, late November,depending on snow conditions, 08:30,17:30
326,Lipno,Europe, Czech_Republic,710,900,13.5,10.9,2.1,0.5,,4.0,31.0, 2021-12-11,2022-03-27, early December,mid April, 08:30,16:00
328,Oppdal,Europe, Norway,585,1300,56.0,40.0,7.0,9.0,,17.0,47.0, 2021-11-27,2022-04-18, mid November,late April, 10:00,16:00
329,Valchiavenna   Madesimo/Campodolcino,Europe, Italia,1550,2948,37.0,15.0,19.0,3.0,,12.0,43.0, 2021-11-27,2022-04-19, late November,mid April, 09:00,16:30
330,Krasnaya Polyana Resort,Europe, Russia,960,2172,30.0,7.5,20.0,2.5,,13.0,45.0, 2021-12-18,2022-05-01, early December,late March, 09:00,16:00
331,Oberaudorf   Hocheck,Europe, Deutschland,476,900,8.0,3.0,4.0,1.0,2.0,5.0,25.0, 2021-12-18,2022-03-13, early December,mid April, 09:00,16:30
332,Snow Dome Bispingen,Europe, Deutschland,82,122,0.3,0.3,0.0,0.0,,2.0,37.0, Year-round__,, Year-round__,late April, 09:00,21:00Limited opening times during the week
333,Winterberg (Skiliftkarussell),Europe, Deutschland,630,820,27.5,14.0,12.0,1.5,,20.0,39.0, 2021-12-11,2022-04-18, mid December,early April, 09:00,16:30
334,Zauberberg Semmering,Europe, Austria,985,1350,14.0,6.5,6.5,1.0,,2.0,36.0, 2021-12-04,2022-03-27, depending on snow conditions,late March, 08:30,16:00
335,Santa Caterina Valfurva,Europe, Italia,1722,2880,20.5,1.4,15.5,3.6,,6.0,44.0, 2021-11-27,2022-04-18, early December,mid March, 08:30,16:30
336,Rangger Köpfl   Oberperfuss,Europe, Austria,820,2000,13.0,7.0,4.0,2.0,,5.0,33.0, 2021-12-18,2022-04-03, depending on snow conditions,late April, 08:30,16:30
337,Abetone/Val di Luce,Europe, Italia,1240,1892,44.1,14.2,28.6,1.3,,15.0,40.0, 2021-12-11,2022-04-03, early December,late April, 09:00,17:00
338,Piani di Bobbio,Europe, Italia,1340,1950,35.0,15.0,10.0,10.0,,8.0,35.0, 2021-12-04,2022-04-18, late November,early April, 08:30,16:30
339,Mariborsko Pohorje   Maribor,Europe, Slovenia,325,1327,41.5,23.5,13.0,5.0,,22.0,33.0, 2021-12-11,2022-04-03, mid December,early April, 09:00,16:00
340,Praz de Lys/Sommand (Taninges/Mieussy),Europe, France,1240,1966,55.0,29.0,20.0,6.0,,23.0,30.0, 2021-12-17,2022-04-10, mid December,early April, 09:00,16:00
341,Le Lys   Cauterets,Europe, France,1730,2415,36.0,21.0,12.0,3.0,,8.0,38.5, 2021-12-04,2022-04-18, early December,late March, 09:00,16:00
343,Stuhleck   Spital am Semmering,Europe, Austria,777,1774,26.0,20.0,6.0,0.0,,11.0,47.5, 2021-12-04,2022-04-18, depending on snow conditions,late March, 08:30,16:00
344,Watles   Malles Venosta (Mals),Europe, Italia,1750,2500,18.0,4.0,13.0,1.0,4.5,3.0,46.0, 2021-12-18,2022-04-18, mid December,early April, 09:00,16:00
345,Hochkössen (Unterberghorn)   Kössen,Europe, Austria,619,1690,22.7,10.5,9.2,3.0,1.0,12.0,41.0,,, early December,late March, 09:00,16:00
346,Beitostølen Skisenter,Europe, Norway,900,1107,12.0,9.0,3.0,0.0,,7.0,44.0, 2021-11-20,2022-04-24, early November,late March, 09:30,15:30
347,Leukerbad,Europe, Switzerland,1411,2610,47.5,3.5,27.0,17.0,6.0,13.0,54.0, 2021-12-04,2022-04-18, early December,early April, 08:45,16:20
353,Mythenregion,Europe, Switzerland,1070,1593,50.0,18.0,31.0,1.0,,15.0,43.0, 2021-12-04,2022-03-27, early December,early April, 08:30,16:15
354,Candanchú,Europe, España,1514,2236,50.0,15.8,18.3,15.9,11.2,21.0,45.0, 2021-12-04,2022-04-18, early December,late March, 09:00,17:00
357,Zoncolan   Ravascletto/Sutrio,Europe, Italia,900,1970,22.0,9.0,8.0,5.0,,7.0,39.5, 2021-12-11,2022-04-03, early December,mid April, 08:30,16:00
358,Lélex/Crozet,Europe, France,900,1680,20.7,5.4,13.2,2.1,,10.0,32.0, 2021-12-18,2022-03-27, mid December,early May, 08:30,17:00
359,Thollon les Mémises,Europe, France,1000,2000,48.0,20.0,28.0,0.0,,14.0,25.5, 2021-12-18,2022-03-27, mid December,early April, 09:00,17:00
362,Patscherkofel   Innsbruck Igls,Europe, Austria,1009,1965,19.0,5.0,10.0,4.0,,5.0,40.0, 2021-12-03,2022-04-18, mid December,early June, 08:30,16:00
363,Vercorin,Europe, Switzerland,1341,2374,35.0,13.0,19.0,3.0,,9.0,51.0, 2021-12-18,2022-04-23, mid December,late March, 09:00,16:15
364,Porté Puymorens,Europe, France,1600,2471,50.0,21.0,20.0,9.0,,9.0,33.0, 2021-12-11,2022-04-17, early December,late March, 09:00,17:00
370,Štrbské Pleso,Europe, Slovakia,1376,1840,8.3,2.7,5.6,0.0,0.7,7.0,49.0, 2021-12-04,2022-04-24, early December,depending on snow conditions, 08:30,16:00
371,Willingen   Ettelsberg,Europe, Deutschland,578,838,16.0,7.0,9.0,0.0,,9.0,31.0, 2021-12-11,2022-03-20, early December,early Decemberlate December - early May, 08:30,16:30
372,Tarvisio   Monte Lussari,Europe, Italia,754,1752,24.0,9.0,11.0,4.0,,10.0,39.5, 2021-12-18,2022-03-27, early December,early April, 09:00,16:00
373,Valmalenco   Alpe Palù,Europe, Italia,1527,2353,23.3,10.4,8.1,4.8,,8.0,43.0, 2021-11-27,2022-04-18, late November,early April, 08:30,16:30
376,Krvavec,Europe, Slovenia,1450,1971,30.0,7.0,15.0,8.0,,11.0,35.0, 2021-12-04,2022-04-24, late November,mid April, 08:30,17:00
378,Luchon Superbagnères,Europe, France,1465,2125,32.0,16.0,10.0,6.0,,15.0,35.5, 2021-12-18,2022-03-27, depending on snow conditions,late March, 09:00,17:00
381,Alpe du Grand Serre   La Morte,Europe, France,1367,2184,55.0,36.0,17.0,2.0,,15.0,28.5, 2021-12-11,2022-04-18, mid December,early April, 09:00,16:45
383,Campo Felice   Rocca di Cambio,Europe, Italia,1411,1916,30.9,8.7,13.7,8.5,5.6,12.0,35.0, 2021-12-04,2022-04-03, early December,late March, 08:30,16:30
384,Innerkrems   Kremsbrücke (Krems in Kärnten),Europe, Austria,1550,2200,36.0,7.0,27.0,2.0,25.0,9.0,44.0, 2021-12-18,2022-04-18, early December,late March, 09:00,16:00
386,Braunwald,Europe, Switzerland,1250,1900,30.0,17.5,8.0,4.5,,9.0,45.0, 2021-12-18,2022-04-03, mid December,late March, 08:30,16:00
390,Neunerköpfle   Tannheim,Europe, Austria,1110,1820,8.5,2.5,5.0,1.0,1.0,5.0,42.0, 2021-12-11,2022-03-27, mid December,depending on snow conditions, 08:40,16:00
391,Füssener Jöchle   Grän,Europe, Austria,1150,1821,9.0,3.0,5.5,0.5,,5.0,42.0, 2021-12-11,2022-03-20, early December,late March, 09:00,16:30
398,Pamporovo,Europe, Bulgaria,1620,1926,29.6,17.6,6.5,5.5,,13.0,32.0, 2021-12-04,2022-04-18, early December,late March, 08:45,16:30
402,Jenner   Königssee (Schönau am Königssee),Europe, Deutschland,630,1800,11.0,3.6,7.4,0.0,,7.0,39.0, 2021-12-18,2022-04-03, mid December,late April, 09:30,16:30
403,Forni di Sopra,Europe, Italia,880,2073,13.0,4.5,7.0,1.5,,5.0,39.5, 2021-12-04,2022-03-27, early December,early April, 09:00,16:00
404,Artouste,Europe, France,1400,2100,27.0,8.0,15.0,4.0,,10.0,19.0, 2021-12-17,2022-03-27, depending on snow conditions,late March, 09:00,17:00
405,Präbichl   Vordernberg,Europe, Austria,1100,1608,20.0,6.0,11.0,3.0,,6.0,41.0, 2021-12-04,2022-04-03, early December,late March, 09:00,16:00
411,Koralpe,Europe, Austria,1522,2070,24.0,10.0,11.0,3.0,,6.0,35.0,,, early December,late March, 09:00,16:00
413,Evolène,Europe, Switzerland,1380,2680,42.0,2.0,34.0,6.0,,6.0,39.0, 2021-12-18,2022-04-18, mid December,early April, 08:30,16:00
415,Les Brasses,Europe, France,900,1500,30.0,15.0,12.0,3.0,,12.0,26.95, 2021-12-11,2022-03-27, late December,late April, 09:00,17:00
417,Zugspitze,Europe, Deutschland,2000,2720,20.0,7.0,13.0,0.0,,10.0,49.5, 2021-11-19,2022-05-01, mid November,early April, 08:30,16:45
418,Pröller Skidreieck (St. Englmar),Europe, Deutschland,720,1030,4.5,2.0,2.0,0.5,,3.0,23.0, 2021-12-18,2022-03-20, depending on snow conditions,mid April, 09:00,16:30
427,Geilo,Europe, Norway,800,1178,34.2,18.0,12.0,4.2,,19.0,48.0, 2021-11-20,2022-04-18, mid November,early April, 09:30,16:30
430,Kasberg   Grünau im Almtal,Europe, Austria,620,1600,23.0,13.0,8.0,2.0,,10.0,43.0, 2021-12-04,2022-04-03, early December,depending on snow conditions, 09:00,16:30
432,Pralognan la Vanoise,Europe, France,1410,2355,26.0,7.0,17.0,2.0,,12.0,31.5, 2021-12-04,2022-04-24, mid December,early April, 09:00,16:30
435,Bonneval sur Arc,Europe, France,1850,3000,32.0,9.0,19.5,3.5,,10.0,29.8, 2021-12-17,2022-04-24, mid December,late March, 09:00,16:00
437,Hoch Imst   Imst,Europe, Austria,1053,2026,9.0,4.0,3.0,2.0,,4.0,34.0, 2021-12-04,2022-03-20, mid December,mid March, 09:00,16:00
438,La Colmiane,Europe, France,1450,1800,30.0,21.0,6.0,3.0,,7.0,22.0, 2021-12-04,2022-03-20, early December,early April, 09:00,17:00
439,Stari Vrh,Europe, Slovenia,580,1217,12.0,4.0,6.0,2.0,,4.0,28.0, 2021-12-18,2022-03-20, early December,early April, 09:00,15:10
441,Cerkno,Europe, Slovenia,935,1287,18.0,9.0,6.0,3.0,,8.0,33.0, 2021-12-18,2022-03-20, mid December,early April, 09:00,16:00
443,Borovets,Europe, Bulgaria,1300,2560,58.0,24.0,29.0,5.0,,13.0,32.0, 2021-12-04,2022-04-18, depending on snow conditions,late April, 08:30,16:30
444,Schetteregg   Egg,Europe, Austria,1070,1325,11.0,4.0,6.0,1.0,,6.0,35.5, 2021-12-04,2022-03-20, early December,mid March, 09:00,16:00
447,Gérardmer   La Mauselaine,Europe, France,770,1140,40.0,24.0,14.0,2.0,,19.0,28.9, 2021-12-18,2022-03-21, mid December,depending on snow conditions, 09:00,17:00
449,Macugnaga,Europe, Italia,1327,3000,29.5,5.1,21.8,2.6,,7.0,27.0, 2021-11-27,2022-04-24, mid December,early May, 09:00,16:00
451,Petzen   Feistritz ob Bleiburg,Europe, Austria,650,1900,13.7,7.2,5.9,0.6,3.7,6.0,35.0, 2021-12-11,2022-04-03, early December,late March, 09:00,16:00
452,Vitosha   Sofia,Europe, Bulgaria,1340,2290,20.0,12.0,6.0,2.0,,15.0,20.0, 2021-12-11,2022-04-18, early December,late March, 09:00,16:00
453,Nevis Range,Europe, United Kingdom,655,1221,20.0,7.0,10.0,3.0,,12.0,42.0, 2021-12-18,2022-04-18, mid December,early April, 09:30,16:30
456,Narvikfjellet   Narvik,Europe, Norway,100,1003,20.0,8.0,10.0,2.0,,5.0,41.0, 2021-12-11,2022-05-15, late November,late March, 13:00,20:00
458,Mijoux/La Faucille,Europe, France,1000,1533,15.2,3.0,11.9,0.3,,6.0,32.0, 2021-12-18,2022-03-27, mid December,mid March, 09:00,17:00
459,Gressoney Saint Jean   Weissmatten,Europe, Italia,1348,2023,12.0,6.0,4.0,2.0,,2.0,28.0, 2021-12-18,2022-04-18, early December,mid March, 09:00,16:30
464,Arnoldstein   Dreiländereck,Europe, Austria,680,1600,17.0,5.7,7.6,3.7,,8.0,38.5, 2021-12-11,2022-03-27, late December,mid April, 08:30,15:00
466,Piancavallo,Europe, Italia,1245,1865,17.0,3.5,12.0,1.5,,6.0,39.5, 2021-12-04,2022-04-03, early December,late March, 08:30,16:00
471,Gemeindealpe   Mitterbach am Erlaufsee,Europe, Austria,800,1626,15.5,7.0,7.0,1.5,,4.0,38.0, 2021-12-04,2022-03-27, mid December,early April, 09:00,16:00
474,Bürgeralpe   Mariazell,Europe, Austria,864,1267,14.0,9.5,3.0,1.5,,5.0,38.0, 2021-12-08,2022-03-20, early December,late March, 09:00,16:30
475,La Pierre Saint Martin,Europe, France,1527,2153,25.0,13.4,10.0,1.6,,10.0,36.5, 2021-12-18,2022-04-18, mid December,early April, 08:30,16:30
476,Belchen,Europe, Deutschland,1094,1356,8.0,6.0,2.0,0.0,8.0,2.0,26.0, 2021-12-18,2022-03-27, depending on snow conditions,early April, 09:15,17:00
477,Geißkopf   Bischofsmais,Europe, Deutschland,835,1116,8.0,1.8,5.3,0.9,,6.0,27.0, 2021-12-18,2022-03-20, mid December,mid March, 08:30,16:30
478,Rofan   Maurach,Europe, Austria,985,1840,11.0,1.0,8.0,2.0,,3.0,34.5, 2021-12-18,2022-04-18, mid December,mid March, 08:30,16:45
479,Passo dello Stelvio (Stelvio Pass),Europe, Italia,2760,3450,9.0,8.0,1.0,0.0,1.0,6.0,49.0, 2021-06-19,2021-10-31, late May,early April, 08:00,15:45
480,Gaissau Hintersee,Europe, Austria,750,1567,30.0,20.0,9.0,1.0,,8.0,41.0, 2021-12-11,2022-04-03, mid December,mid June, 09:00,16:00
482,Steibis   Imberg (Oberstaufen),Europe, Deutschland,859,1338,17.6,6.0,5.0,6.6,,12.0,39.0, 2021-12-04,2022-04-03, depending on snow conditions,depending on snow conditions, 09:00,16:30
484,Černá hora   Janské Lázně,Europe, Czech_Republic,600,1260,15.0,3.1,10.9,1.0,2.5,11.0,31.0, 2021-12-04,2022-04-03, early December,late March, 08:30,16:00
485,Bjorli,Europe, Norway,575,1250,19.9,13.1,3.0,3.8,,6.0,45.0, 2021-11-20,2022-04-24, early November,early April, 10:00,16:00
489,Arolla,Europe, Switzerland,2000,2980,47.0,20.0,18.0,9.0,,6.0,39.0, 2021-12-18,2022-04-18, late December,late April, 08:30,16:00
490,Gavarnie Gèdre (Les Espécières),Europe, France,1850,2322,32.0,16.0,12.0,4.0,,7.0,29.0, 2021-12-18,2022-03-13, mid December,early April, 09:00,17:00
491,Tornik   Zlatibor,Europe, Serbia,1100,1495,7.0,1.6,4.2,1.2,,4.0,19.0, 2021-12-04,2022-04-18, mid December,early April, 09:00,16:00
492,Karkogel   Abtenau,Europe, Austria,712,1200,9.0,4.4,1.6,3.0,,5.0,36.5, 2021-12-18,2022-03-20, mid December,early April, 08:30,16:00
494,Glenshee,Europe, United Kingdom,650,900,40.0,24.0,10.0,6.0,,21.0,37.0, 2021-12-18,2022-04-18, depending on snow conditions,early April, 08:30,17:00
499,Hochkar   Göstling,Europe, Austria,1380,1808,19.2,5.7,10.0,3.5,,8.0,40.0,,, early December,early April, 09:00,16:00
500,Bernex,Europe, France,1000,1912,19.0,8.0,7.0,4.0,,12.0,24.5, 2021-12-18,2022-03-27, mid December,early May, 08:45,16:45
501,Pelvoux/Vallouise,Europe, France,1250,2300,23.0,13.7,8.0,1.3,,7.0,23.5, 2021-12-11,2022-04-18, late December,late April, 09:00,16:50
504,Hündle/Thalkirchdorf (Oberstaufen),Europe, Deutschland,750,1210,18.0,10.1,7.3,0.6,2.5,9.0,34.0, 2021-12-11,2022-03-27, depending on snow conditions,early April, 09:00,16:30
505,Vogel   Bohinj,Europe, Slovenia,569,1800,22.0,9.5,12.5,0.0,,9.0,33.0, 2021-12-04,2022-04-24, early December,early April, 09:00,16:00
512,Steckenberg   Unterammergau,Europe, Deutschland,840,1050,8.0,2.0,5.0,1.0,,8.0,19.5, 2021-12-11,2022-03-20, mid December,early April, 08:30,16:30
514,Hochstein   Lienz,Europe, Austria,668,2023,16.0,0.5,11.3,4.2,,4.0,52.0, 2021-12-18,2022-03-13, mid December,mid March, 09:00,16:00
518,Obertilliach   Golzentipp,Europe, Austria,1430,2248,12.2,3.4,7.8,1.0,3.0,5.0,38.0, 2021-12-11,2022-04-18, mid December,early April, 09:00,16:00
519,Moléson,Europe, Switzerland,1100,2002,30.0,19.0,4.0,7.0,,5.0,32.0, 2021-12-11,2022-03-20, mid December,late March, 09:00,16:30
521,Marbach   Marbachegg,Europe, Switzerland,885,1500,10.0,5.0,4.6,0.4,,4.0,36.0, 2021-12-18,2022-03-20, mid December,late March, 08:30,16:45
525,Fendels,Europe, Austria,1325,2271,10.6,6.1,3.5,1.0,,6.0,41.0, 2021-12-11,2022-04-18, mid December,early March, 09:00,15:00
527,Glencoe Mountain,Europe, Scotland,360,1070,24.3,7.0,10.0,7.3,,9.0,41.0, 2021-12-18,2022-04-18, mid December,late April, 09:00,16:00
528,Plešivec   Abertamy,Europe, Czech_Republic,721,1028,12.0,10.0,1.1,0.9,,6.0,27.0, 2021-12-11,2022-03-27, mid December,mid March, 09:00,16:00
533,Vrådal,Europe, Norway,262,735,15.0,10.0,3.0,2.0,,5.0,43.0, 2021-12-18,2022-04-18, late November,early April, 10:00,16:00
537,Ancelle,Europe, France,1340,1807,30.0,16.0,12.0,2.0,,13.0,25.7, 2021-12-11,2022-03-20, mid December,mid April, 09:00,17:00
540,Corno alle Scale   Lizzano in Belvedere,Europe, Italia,1418,1945,14.0,5.0,7.0,2.0,,6.0,33.0, 2021-12-04,2022-04-18, early December,early April, 08:30,16:30
541,Vrátna,Europe, Slovakia,601,1532,15.0,2.0,9.0,4.0,,13.0,34.0, 2021-12-11,2022-04-03, early December,early April, 09:00,16:00
545,Kelchsau,Europe, Austria,775,1605,10.9,6.8,4.1,0.0,,4.0,30.5, 2021-12-24,2022-03-13, mid December,depending on snow conditions, 08:30,16:30
546,Poiana Brașov,Europe, Romania,941,1783,13.7,5.8,2.8,5.1,5.0,10.0,30.0, 2021-12-11,2022-04-18, early December,late March, 09:00,16:00
550,Kampenwand   Aschau im Chiemgau,Europe, Deutschland,626,1475,12.0,7.0,4.0,1.0,,4.0,32.0, 2021-12-25,2022-03-20, depending on snow conditions,mid March, 09:00,16:30
551,Zieleniec,Europe, Poland,811,1025,21.0,13.0,7.8,0.2,,28.0,24.0, 2021-12-03,2022-04-03, early December,mid April, 09:00,22:00
553,Ruzomberok Skipark,Europe, Slovakia,545,1209,12.0,3.0,7.5,1.5,,9.0,34.0, 2021-12-11,2022-03-27, early December,mid April, 08:30,16:00
556,Veľká Rača,Europe, Slovakia,652,1041,12.0,5.0,6.0,1.0,,6.0,34.0, 2021-12-11,2022-04-03, early December,early April, 09:00,16:00
560,Kanin   Sella Nevea/Bovec,Europe, Slovenia,1103,2292,10.5,4.2,6.3,0.0,,10.0,39.5, 2021-12-04,2022-05-01, early December,mid March, 09:00,16:00
562,La Bresse   Hohneck,Europe, France,872,1350,21.0,13.0,7.0,1.0,1.0,16.0,32.0, 2021-12-04,2022-04-03, mid December,late March, 09:00,17:00
563,Kranjska Gora,Europe, Slovenia,800,1215,20.0,10.0,8.0,2.0,,17.0,35.5, 2021-12-11,2022-03-27, early December,early April, 08:00,13:00
565,Panarotta 2002   Valsugana,Europe, Italia,1518,2002,18.0,6.0,6.0,6.0,,3.0,30.0, 2021-12-04,2022-04-03, early December,mid March, 08:30,16:00
567,Sattel   Hochstuckli,Europe, Switzerland,800,1491,12.0,6.0,6.0,0.0,2.0,5.0,36.0, 2021-12-04,2022-03-20, mid December,mid March, 09:00,16:15
570,Jöchelspitze   Bach,Europe, Austria,1200,1800,5.0,2.5,2.5,0.0,,2.0,42.0, 2021-12-18,2022-03-20, mid December,early April, 09:00,16:00
571,Cairngorm Mountain,Europe, United Kingdom,640,1230,32.0,24.0,6.0,2.0,,11.0,35.0, 2021-12-18,2022-05-01, late November,depending on snow conditions, 09:00,16:00
